date, value
28/03/2023,73.74
29/03/2023,72.87
30/03/2023,74.39
31/03/2023,75.67
03/04/2023,80.41
04/04/2023,81.02
05/04/2023,80.51
06/04/2023,80.7
07/04/2023,80.7
10/04/2023,79.85
11/04/2023,81.47
12/04/2023,83.13
13/04/2023,82.28
14/04/2023,82.52
17/04/2023,80.86
18/04/2023,80.93
19/04/2023,78.88
20/04/2023,77.29
21/04/2023,77.87
24/04/2023,78.59
25/04/2023,77.07
26/04/2023,74.41
27/04/2023,74.79
28/04/2023,76.78
01/05/2023,75.62
02/05/2023,71.62
03/05/2023,67.24
04/05/2023,68.74
05/05/2023,71.34
08/05/2023,73
09/05/2023,73.61
10/05/2023,72.89
11/05/2023,71.32
12/05/2023,70.04
15/05/2023,71.48
16/05/2023,70.63
17/05/2023,72.68
18/05/2023,71.99
19/05/2023,71.55
22/05/2023,71.99
23/05/2023,73.81
24/05/2023,74.21
25/05/2023,71.79
26/05/2023,72.67
29/05/2023,72.94
30/05/2023,69.54
31/05/2023,67.69
01/06/2023,70.07
02/06/2023,71.74
05/06/2023,71.94
06/06/2023,71.76
07/06/2023,72.42
08/06/2023,70.89
09/06/2023,70.17
12/06/2023,67.35
13/06/2023,69.42
14/06/2023,68.52
15/06/2023,70.68
16/06/2023,71.78
19/06/2023,71.29
20/06/2023,70.5
21/06/2023,72.52
22/06/2023,69.36
23/06/2023,69.16
26/06/2023,69.53
27/06/2023,68.03
28/06/2023,69.56
29/06/2023,69.59
30/06/2023,70.64
03/07/2023,69.79
04/07/2023,71.05
05/07/2023,71.79
06/07/2023,71.84
07/07/2023,73.86
10/07/2023,74.1
11/07/2023,74.83
12/07/2023,75.75
13/07/2023,77.23
14/07/2023,75.27
17/07/2023,74.1
18/07/2023,75.75
19/07/2023,75.23
20/07/2023,75.63
21/07/2023,77.07
24/07/2023,78.87
25/07/2023,79.32
26/07/2023,79.01
27/07/2023,79.63
28/07/2023,80.67
31/07/2023,81.64
01/08/2023,82.25
02/08/2023,79.71
03/08/2023,81.79
04/08/2023,82.82
07/08/2023,81.94
08/08/2023,82.75
09/08/2023,84.26
10/08/2023,82.89
11/08/2023,83.19
14/08/2023,82.39
15/08/2023,80.99
16/08/2023,79.38
17/08/2023,80.08
18/08/2023,81.25
21/08/2023,80.83
22/08/2023,80.25
23/08/2023,78.62
24/08/2023,79.05
25/08/2023,80.05
28/08/2023,80.01
29/08/2023,81.37
30/08/2023,81.63
31/08/2023,83.57
01/09/2023,85.55
04/09/2023,85.84
05/09/2023,86.81
06/09/2023,87.66
07/09/2023,86.7
08/09/2023,87.51
11/09/2023,87.3
12/09/2023,88.84
13/09/2023,88.7
14/09/2023,90.53
15/09/2023,90.77
18/09/2023,92.36
19/09/2023,91.56
20/09/2023,90.28
21/09/2023,89.76
22/09/2023,90.03
25/09/2023,89.78
26/09/2023,90.57
27/09/2023,93.84
28/09/2023,91.79
29/09/2023,90.79
02/10/2023,88.47
03/10/2023,89.39
04/10/2023,84.37
05/10/2023,82.89
06/10/2023,82.79
09/10/2023,86.45
10/10/2023,85.92
11/10/2023,83.2
12/10/2023,83.46
13/10/2023,87.69
16/10/2023,86.82
17/10/2023,88.06
18/10/2023,88.25
19/10/2023,90.3
20/10/2023,88.75
23/10/2023,86.51
24/10/2023,83.7
25/10/2023,85.39
26/10/2023,83.58
27/10/2023,85.54
30/10/2023,82.31
31/10/2023,81.02
01/11/2023,80.92
02/11/2023,82.53
03/11/2023,80.51
06/11/2023,80.82
07/11/2023,77.46
08/11/2023,75.45
09/11/2023,75.74
10/11/2023,77.17
13/11/2023,78.58
14/11/2023,78.26
15/11/2023,76.66
16/11/2023,72.9
17/11/2023,75.84
20/11/2023,78.03
24/11/2023,75.57
27/11/2023,75.67
28/11/2023,75.16
29/11/2023,76.59
30/11/2023,77.7
01/12/2023,75.63
04/12/2023,74.84
05/12/2023,73.24
06/12/2023,72.16
07/12/2023,69.34
08/12/2023,71.26
11/12/2023,71.32
12/12/2023,68.61
13/12/2023,69.47
14/12/2023,71.58
15/12/2023,71.79
18/12/2023,72.47
19/12/2023,73.58
20/12/2023,74.22
21/12/2023,73.89
22/12/2023,73.49
25/12/2023,73.56
26/12/2023,75.57
27/12/2023,74.11
28/12/2023,71.77
29/12/2023,71.33
01/01/2024,71.65
02/01/2024,70.38
03/01/2024,72.7
04/01/2024,72.19
05/01/2024,73.95
08/01/2024,70.77
09/01/2024,72.24
10/01/2024,71.37
11/01/2024,72.02
12/01/2024,72.76
15/01/2024,72.5
16/01/2024,72.4
17/01/2024,72.56
18/01/2024,74.08
19/01/2024,73.71
22/01/2024,75.01
23/01/2024,74.37
24/01/2024,75.09
25/01/2024,77.12
26/01/2024,78.23
29/01/2024,76.78
30/01/2024,77.79
31/01/2024,75.85
01/02/2024,73.82
02/02/2024,72.41
05/02/2024,72.78
06/02/2024,73.31
07/02/2024,73.86
08/02/2024,76.22
09/02/2024,76.6
12/02/2024,76.92
13/02/2024,77.87
14/02/2024,76.64
15/02/2024,76.44
16/02/2024,
17/02/2024,
18/02/2024,
19/02/2024,
20/02/2024,
21/02/2024,
22/02/2024,
23/02/2024,
24/02/2024,
25/02/2024,
26/02/2024,
27/02/2024,
28/02/2024,
29/02/2024,
01/03/2024,
02/03/2024,
03/03/2024,
04/03/2024,
05/03/2024,
06/03/2024,
07/03/2024,
